,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,emotion_gender
428,,-380.02725,16.539337,-33.515945,-0.1808622,-23.105965,-9.243062,-13.546843,-6.5100274,-25.039722,0.7702839,-6.564394,-7.8356214,-9.179695,-9.044871,-4.4010715,-10.085245,-5.145001,8.820823,5.4479284,12.77561,13.940313,9.643098,-1.1936895,-0.6307692,-9.32355,0.39779836,4.1204,1.9918237,-5.719798,-3.1402633,0.53627175,5.693293,-2.3827538,-4.9652886,-4.0985336,2.0151644,1.794751,-1.994487,1.2600725,7.2388797,angry_female
2287,,-657.409,73.900856,-1.5530592,22.889458,-3.637859,18.467863,-3.7548325,0.5533106,-9.553535,5.1644316,1.8830105,-2.2368157,1.7542837,3.1086452,-0.8896379,2.848702,-5.182237,2.2121022,3.401857,-1.5424138,-4.1256523,1.5377848,-1.5383748,-3.7877986,-1.0507143,-1.51901,-1.0571427,-0.0568933,0.08591401,1.1469986,-1.6468104,-1.6994666,-1.0460517,-2.3937774,-1.4918283,1.9149953,-1.3242655,-0.49503416,1.0044515,4.212631,happy_male
1731,,-521.9668,35.21946,-9.518683,4.3399863,-10.583793,-2.0218954,-16.127348,-2.0971189,-12.427966,1.951031,-11.226026,-0.065765746,-7.159143,3.4189317,-0.8520992,3.3843977,-0.50645185,7.3457265,-0.61973435,2.1796272,2.520383,2.0772436,2.4788055,5.1083994,2.5722442,2.9441462,0.317788,2.645104,0.43909186,2.2327003,0.22172168,1.0852475,0.28904587,0.30398035,0.8510522,0.4862305,0.252671,-0.5464902,-1.40971,0.26340488,surprised_female
448,,-587.44476,40.725426,-22.605577,-3.4791234,-27.423628,-13.901432,-12.429492,-9.079438,-16.236168,-5.1358433,-9.547386,0.19461504,-12.608914,4.84787,0.47466287,0.77715605,3.0670376,6.7557783,6.6956596,13.488277,13.530937,8.2779665,2.116776,-2.8410385,-6.380498,0.9333928,-0.59109306,-3.720592,-5.4094195,-2.2451804,1.391429,1.2866809,-2.9007857,-7.125745,-4.240694,-3.2516077,-0.47758064,1.3548284,5.062657,5.626606,calm_female
1837,,-583.57007,70.01802,-9.949245,16.374104,0.06203749,-0.10256022,-13.087641,-5.682515,-12.505098,0.6758445,-4.355901,-3.4566061,-7.4712205,-3.154549,-5.4791713,-0.7982497,-4.924354,-0.6485909,-5.2749114,-2.4657943,-5.6198,-3.866519,-3.8110673,-3.9479442,-3.6538668,-2.5284584,-3.610481,0.3229512,-3.5630116,0.30990422,-1.9112706,-0.5647637,-2.8894444,0.24128817,-2.2563024,-1.7755635,-3.2214725,-3.8242636,-4.407559,-3.6345747,disgust_male
1024,,-587.13947,46.536213,-24.601656,11.745546,-9.975024,-3.2008173,-7.4222364,-10.296791,-6.872661,-1.1900138,-7.4744773,-0.99544877,-9.993222,0.4175054,-6.5403476,-2.9366162,-3.0364723,-1.1966282,-3.5200255,1.0646814,-1.7255366,-3.0003533,-0.9922502,-1.4715711,0.6014867,-1.3329257,0.8212157,1.0626864,2.7978508,1.9303074,-1.1891454,0.2570169,2.6206539,3.91187,2.752566,-0.109361306,-2.2817166,1.093035,1.3744893,0.30739027,happy_female
331,,-578.6737,40.580494,-15.567018,7.920899,-8.422541,-11.390286,-19.33556,-14.886276,-17.046452,5.0855412,-17.55027,-8.255181,0.062695704,-5.3208156,-11.917775,-0.5760495,-3.209454,6.7088485,9.83049,12.449099,12.50486,8.079011,3.7461157,-0.9693081,-10.189516,-1.6235437,-0.467922,-3.41104,-8.033042,-11.312707,-6.9217896,-0.3126656,-0.6610082,-4.6696577,-6.226374,-0.17060722,2.0212004,-2.7602396,0.047201768,10.290417,sad_female
618,,-627.14044,62.89157,-24.550077,19.046093,-0.5771757,-12.05487,-15.563888,-11.390006,-15.157884,0.5813538,-12.730062,-1.3053617,-2.260219,-9.916335,-5.482346,-0.65289557,-17.364265,1.3660985,-9.3858795,-7.3787117,-6.8326607,-3.1783226,-7.6660194,-5.921981,-5.8859477,-1.5366733,-5.826975,-2.2835538,-4.676783,-3.8009458,-5.733027,-0.3202291,-2.0099406,0.81794506,2.416983,3.1188533,3.4565015,5.777753,12.126697,12.96755,neutral_male
1619,,-681.8122,52.998253,-6.117814,10.157554,-0.8620216,6.738767,-11.345974,-7.3592563,-13.076625,6.123023,-6.2042212,-5.3777466,-3.3230278,2.6515899,-1.3262693,-4.6631947,-4.7026033,0.16075563,-4.7029657,-3.8342493,-4.8235207,-1.5650756,-4.4317713,0.4675689,-3.416095,-0.4057103,-0.5237098,2.008449,-0.22054616,1.8040161,0.13423775,-1.2288307,0.6789348,4.8242445,5.58988,5.3798985,3.5203643,1.1853753,-1.2453898,1.7312255,calm_female
1526,,-390.2319,0.60082287,-36.433006,-5.1380506,-20.876488,-2.9138517,-12.188843,-2.1660414,-13.716519,-0.45772538,-11.586697,-5.3234773,1.7063966,10.5422125,11.738155,8.468123,-2.3102477,-5.8943954,-5.3071995,4.1003013,-0.88238275,-2.2225828,-7.909974,0.89043206,3.9368618,1.2942383,-1.7416687,3.957458,5.0525327,-0.27470985,-7.1456437,-1.2548256,2.647619,-1.5750782,-2.1801703,0.504657,-0.91451275,-2.3504517,1.7532884,4.318702,angry_female
1723,,-519.2262,31.874136,-22.844057,3.6791117,-18.24339,-8.002034,-21.48136,-9.974316,-11.597644,0.41460314,-10.40488,0.6374793,-8.592495,-3.3364913,-6.618629,-2.720125,-7.590204,-3.5244415,-8.550124,-4.7490315,-6.0427322,-1.7595787,-2.1954305,6.120685,6.7598076,11.993739,9.333695,8.884093,4.450005,0.6879117,0.8440051,0.39383307,0.96486837,2.3191926,1.004659,-1.0584358,-1.6571908,-1.4191402,-1.2759094,-0.9133459,disgust_female
292,,-538.8598,42.377956,-27.121262,6.9420114,-23.852957,-5.8344674,-5.6669946,-9.789346,-7.900667,-2.515934,-9.009531,-5.5057325,-8.242492,-1.1833416,-8.884436,-0.6969872,-3.9411345,4.576885,2.5365193,14.690414,10.051765,9.832915,1.2156519,-3.320462,-5.1661816,-0.12878667,1.4949601,-0.31534258,-2.8766353,-3.1065419,-2.042199,1.2434351,-1.240068,-1.8043146,-1.5537016,0.6280767,1.335745,0.81478924,0.908928,2.3666284,angry_female
330,,-581.9864,48.2268,-8.367174,10.967685,-6.734545,-9.7668295,-16.284622,-12.056967,-16.745632,6.511135,-17.551,-6.3018208,-1.1389868,-3.5372565,-12.19864,-1.8574511,0.041117255,6.980787,9.863524,14.289419,13.671996,8.75673,4.607543,-1.6013659,-8.501922,-2.4420578,-1.6892625,-2.737589,-6.394671,-10.193475,-5.3379393,0.37022302,-0.2726852,-3.6280158,-5.619694,0.36125445,1.2126368,-1.18548,0.881307,8.7729025,sad_female
1163,,-543.9987,36.025017,-18.499855,5.88858,-10.273385,-11.507065,-11.355379,-6.9336905,-12.356322,3.4649868,-8.843782,-1.814523,-6.8211694,-2.6397276,-5.0652485,-5.9979916,-4.363626,-4.514813,-7.5308037,-6.6828413,-2.451654,-2.8138463,-0.06671576,3.374483,5.8787575,7.626061,6.5239487,8.8622055,2.6671467,3.112757,-1.4103394,2.640423,-0.1421809,2.3216825,1.3589368,1.6081704,-1.7351471,-2.779085,-0.58756423,1.0528779,angry_female
2435,,-527.58044,56.041737,-18.643559,5.3869224,0.05422495,1.0177141,-13.014553,-10.084484,-19.208864,-2.5280437,-4.38507,-4.446818,-7.240789,0.20076755,-7.9213166,4.167921,-8.19138,-4.1735463,-5.60604,-5.839117,-7.8770742,-0.9208854,-4.8944182,-4.6248555,-5.517107,-1.8974929,-5.6384387,-2.8494153,-4.052265,-2.228061,-1.5458093,-0.12067019,-1.3474984,1.4209843,2.3063447,4.1094236,5.314585,4.3723936,3.8705752,3.5307932,fear_male
696,,-601.3453,77.27763,-10.824445,22.510136,5.846679,-0.7044102,-13.456482,-3.7348647,-9.941985,2.8268952,-10.228307,-3.1454723,-7.9539375,0.82621187,-5.124717,2.0969017,-4.477419,-1.0852853,-5.9235992,0.43681887,-7.3198147,-3.355635,-5.217844,-0.24775885,-4.654886,-1.5211726,-3.8348982,-1.6815225,-0.009545795,-0.29068524,-0.405715,1.9659858,-0.57382506,0.04936921,0.6586862,2.0126512,4.3651886,3.1653397,7.0705953,6.6742735,fear_male
2298,,-628.96356,70.925026,-1.3241793,15.787724,1.732601,10.053193,-13.984142,-3.3101888,-6.0968485,-9.672565,-6.471582,-1.7786516,-2.0196733,0.18160482,-0.9230117,0.06027201,-1.6837829,0.53198147,-1.9768542,3.179068,0.68915087,-3.891964,-2.1887407,1.2440475,-3.5085084,0.5434438,1.8292052,2.4322946,0.2621266,2.5010147,3.0932443,-0.28838697,-1.8942933,0.26537052,3.031556,1.3553059,1.0056614,-0.8056037,-0.064855665,2.8056479,sad_male
1584,,-431.959,38.506824,-18.153671,17.801554,-19.973185,-3.8658543,-12.113639,-9.916836,-11.229261,-2.9050453,-9.857948,1.3059812,-9.150727,3.4411097,-7.4619946,-0.64517146,-4.6683083,-0.21781717,-5.9191117,-1.8750784,-2.3107388,1.3548744,-0.5956223,1.7300763,-1.3602868,0.106424175,0.70245624,1.3498026,0.2157637,3.5556767,1.77559,1.3337579,-0.74380076,-0.14857244,1.1306963,2.4350715,2.035741,1.2355043,0.48788986,0.93720853,angry_female
476,,-568.93115,43.46225,-20.697323,-1.8498651,-24.255198,-6.462166,-12.521792,-9.422526,-14.264937,-1.83456,-9.835759,-1.5507187,-11.457686,4.523082,-0.68315434,-1.3506863,-0.13361828,7.2696404,8.057274,11.178653,13.165027,7.4428453,2.4885368,-0.62701064,-2.242874,-0.9491071,-0.8100609,-3.3536701,-3.9727376,-4.462376,-2.9413633,-1.3148919,-1.2965068,-1.6709871,-1.1761297,-0.10901099,0.43358386,-0.944477,1.2203844,2.3760731,fear_female
528,,-519.3799,58.655163,-23.693243,19.271587,-10.188112,-4.408301,-21.656397,-10.472559,-13.801176,-9.189971,-2.738667,-6.116049,-9.998785,0.6864013,-12.360929,0.5874862,-8.058881,-3.5115309,-3.4418151,-6.468486,-8.66583,-4.471313,-5.759535,-3.9750712,-3.62504,-3.628935,-2.428536,-3.05732,-2.536477,-5.196926,-2.1684375,-3.1249807,-3.5483541,-1.7423503,1.2858384,1.7670287,4.4267645,5.0548334,10.243881,13.222961,neutral_male
1989,,-478.37082,82.07331,-20.98842,7.027106,6.8395658,-14.246224,-19.578665,-5.1186047,-20.304379,-3.3052394,-3.4060779,-5.8393774,-5.874327,1.5991007,-7.9004536,0.17992443,-5.024908,-8.489226,-4.783722,-1.7330302,-7.0829334,-8.258064,-5.052457,-3.7154105,-4.0898876,3.4813893,4.8349004,8.323884,8.3295,4.96043,4.281733,0.7144593,1.3781778,3.1441717,5.755474,4.8724027,2.2536595,0.0017349243,1.1092871,1.1421598,happy_male
1749,,-562.43726,58.487423,-15.07814,8.968289,-0.937185,1.3419966,-14.14168,-4.7630014,-17.126835,-5.0446687,1.1128486,-5.9784145,-3.3149188,-0.53299224,-7.1547027,1.7487317,-8.099904,-5.31914,-2.8879054,-4.4114666,-6.23972,-4.184411,-3.2856512,-4.7857723,-1.8012174,0.59884894,-3.6965585,0.3037547,-0.26436493,-2.9742415,-0.2437733,1.2101306,1.517715,0.61063033,0.23406282,3.5424747,4.9111032,4.6378946,2.27627,-0.61715263,happy_male
2338,,-646.94916,82.96223,12.160921,26.037634,10.819115,7.8557596,1.6736242,-0.41304737,-6.7122273,5.691861,-0.438835,3.9528074,0.69295007,7.4704165,-0.06612767,2.8458326,-2.1515634,3.797517,-0.8003817,0.012250281,-3.9425764,2.1673193,-3.3014095,-2.0770192,-1.5848157,-0.6282901,-1.8982435,-0.7056049,0.35727695,0.84979975,-0.045845333,-1.7981955,-1.1609044,-0.611152,-0.9842619,-0.0633076,-2.1394174,-2.1082067,-1.7661635,-1.3097162,calm_male
1911,,-600.5445,59.17776,-0.7208874,10.871255,-4.7855215,-1.3367525,-7.4203463,-3.3098483,-12.75734,-3.7392714,-3.3587763,-2.7165132,-8.921249,0.5866034,-4.763114,-0.21895006,-6.5578575,-3.9537034,-3.006776,-0.82851166,-6.8704753,1.5098114,-5.1313586,-0.37702513,0.62945735,2.5242608,2.512772,6.076965,2.9114206,6.651784,0.82596636,1.8430786,0.81771624,1.6478903,2.2548225,3.7869291,0.9606752,1.7467343,1.735073,2.714573,surprised_male
1829,,-521.0628,71.26782,-13.496173,16.119167,-1.9691589,0.03866044,-22.078672,-10.66687,-9.734524,-5.10411,-11.044301,-3.6131735,-12.739863,-1.5248528,-10.816759,-1.1331923,-9.459465,-1.7955875,-4.2501903,-5.248303,-8.978983,-4.871935,-4.621254,-4.3078403,-7.8391795,-1.6257534,-3.023482,0.06416176,-3.3532436,-0.4601822,-1.9595668,-1.6520349,-3.3692582,-2.3670866,-2.975468,-2.1023471,-2.359617,-4.8813796,-0.9637297,0.45929793,fear_male
2025,,-765.88086,76.10245,3.6457121,23.06368,10.943312,3.0764143,-4.561179,0.45244497,-0.05058808,1.5766459,-6.2075443,3.3026314,-2.8651521,1.830068,-2.0639358,-0.40998417,-0.83964455,-1.1558785,-2.8888617,2.9265327,-3.6448698,-1.378017,-3.1195107,-0.601179,-2.9897661,-0.33763832,-3.0227432,-1.4216834,-1.5170455,-1.2679011,-0.07024227,-1.4955332,-0.52686286,-0.7667391,-0.5622228,-0.68633604,-0.8430426,-1.1489451,-2.1799452,-1.3260232,surprised_male
1642,,-578.64954,46.95361,-13.815476,5.2773414,-8.246238,-2.3087513,-14.576646,-4.8934216,-16.53727,2.2198615,-6.4015074,-6.347689,-2.908604,-4.2423735,-4.6104774,-4.296716,-6.251345,-0.44381422,-5.8517075,-2.841862,-3.5885525,-1.2759197,-2.276514,2.3008108,-0.29461122,1.2751029,-0.23878945,2.152958,1.2784667,4.4306154,2.4343345,1.5517074,0.07298676,-0.17795238,-0.50830764,2.5523949,3.1576996,3.253808,2.3639827,1.5502228,angry_female
123,,-413.37097,29.744146,-45.209225,11.358315,-23.06179,-14.110719,-9.827613,-10.442376,-14.291577,11.149413,-14.471637,1.5444143,-9.041568,-3.577446,-7.425756,-3.5230198,0.95577246,9.501743,14.132395,13.427109,15.06252,6.55094,-5.8846087,-4.1628065,-3.6499002,2.444951,2.771073,-0.23675117,-8.885188,0.10872733,4.644101,8.385068,-1.2361592,-2.052025,2.1218548,7.823302,2.3817112,0.2664183,10.656094,11.189746,angry_female
214,,-485.8756,34.500683,-16.272661,4.5736613,-13.2063,-9.089152,-10.020359,-13.490781,-21.030418,-1.0290419,-11.3537855,-7.2874537,-7.398059,3.6590393,0.46490324,-1.9331572,0.6797933,12.629094,10.729185,17.5788,13.7986355,13.240558,-2.709067,0.46594086,-4.0789156,0.56051666,-0.00673879,1.1329926,-6.2468715,-6.0049295,0.053061277,0.8714129,-0.14597924,-2.4821866,-4.2544518,0.4448267,-1.4901855,0.5303126,5.183015,9.260802,fear_female
1479,,-586.54395,51.50677,-1.4471133,11.25079,-3.543293,-3.6106112,-13.701137,-4.854369,-8.273076,1.3288677,-9.626666,-1.2677852,-3.637916,-2.5906308,-3.1029985,-3.1306396,-3.649793,-2.2872038,-6.1700835,-1.564995,-5.606066,-3.103309,-3.7081933,-2.7287602,-3.0286674,-0.14578322,0.5810316,0.12830451,-0.72163314,-2.7364955,-1.108691,0.0026686038,0.5959002,2.5350382,2.1827178,2.5743005,2.3239062,2.6537845,1.7050167,2.5067532,disgust_female
1766,,-405.53656,35.899506,-21.589779,10.615099,-12.247245,1.386372,-16.413448,-4.7956696,-21.390999,-2.5055518,-7.871837,-5.3059015,-6.2806826,-1.9509159,-6.9783654,2.79376,-11.822057,-0.29234618,-4.584191,-3.575624,-3.6569715,0.6991685,-2.757261,0.7849498,0.08796734,1.5966098,-0.08788766,0.6445763,-1.0454543,0.7458853,1.1126653,0.71172804,-0.68781054,-0.4257675,-0.5155951,2.472222,2.192585,2.7361076,0.9693068,1.2148905,angry_male
2327,,-747.39856,70.359665,14.633133,24.414782,1.9927993,11.101515,2.4576232,0.652559,-6.698544,4.753796,2.026194,0.2794646,3.727427,2.2408779,-0.89777964,5.5295877,-1.7034625,1.6517689,3.3112922,3.5499177,-0.2625585,1.973304,-0.48027328,1.4212865,0.6736014,2.1203117,0.61119866,1.9748093,0.17058904,1.7192984,0.71828705,-0.017289298,0.49256244,1.1470832,0.387146,1.6094526,-0.43401065,-0.21006694,0.46600857,1.2485659,surprised_male
271,,-665.8012,33.07105,-15.00554,5.2830825,-18.548264,-6.2763634,-10.165176,-12.591166,-8.460948,-2.9213943,-11.044753,-5.6554246,-8.940394,3.2030337,-8.177889,2.0902352,-2.3042576,6.982427,4.1894784,13.431452,9.307439,12.9552145,2.6797843,-2.6711822,-5.917664,-0.7714605,-0.40676975,-1.6703973,-7.4229755,-6.241192,0.2432512,3.9138417,-3.4439433,-5.501736,-4.658624,-1.6525432,-2.9739802,0.26321816,3.9019349,7.562555,calm_female
1037,,-680.6803,57.550232,-9.248043,11.575124,-8.348803,-1.2476512,-13.123267,-9.138703,-11.739448,-1.0987024,-8.954774,-1.4522817,-8.302747,0.6390195,-6.343887,-2.7556524,-3.2824438,-0.4467825,-5.113016,-1.5484747,-2.1791065,-2.1757197,-0.9429118,0.93563974,2.767917,1.2874091,5.580981,4.7493534,5.878006,3.3968887,1.1912608,1.2044733,0.24964179,0.90469915,0.254939,0.07012244,-2.5413342,-1.3942267,-0.9852933,0.002314749,sad_female
1562,,-811.81616,47.994793,-4.328391,16.97375,-7.1113377,2.1217825,-13.789213,-5.6287913,-8.725595,3.6908774,-8.774323,-0.95006216,-6.9966397,1.5361553,-9.335308,-0.4965304,-5.671468,-0.5798247,-3.5650141,-4.7871265,-2.5279913,-1.8420542,-4.351538,1.2510211,-2.477117,-1.0005293,-1.1994106,-2.120787,-1.8104415,-0.9087532,0.5372476,4.03961,4.127851,7.641466,4.8906865,4.289418,2.1477234,1.7847922,1.2236483,3.349043,calm_female
2153,,-656.7503,74.621284,-3.2128463,20.412659,7.5093822,2.6420689,1.4841915,5.1525307,-4.3623366,2.7449353,-1.4284526,4.6556373,-0.93637455,4.2713637,0.87684333,2.492933,0.5082024,-0.08955035,2.2812045,2.091715,-1.7463977,2.3944433,-1.7108864,0.9779247,-1.9157567,0.44571128,-1.0516351,0.70150393,0.22401677,1.0418472,1.8880945,-0.057519082,0.8167014,0.38109666,-0.2409243,0.67785,-0.15783937,0.67160815,-0.7555857,-0.6833167,neutral_male
1585,,-365.2513,26.287657,-32.39313,-3.1375098,-26.098389,-13.33251,-13.6496525,-9.117462,-11.411219,1.1632212,-7.0201626,3.556187,-10.130393,2.2244086,-3.2790153,4.0381107,3.0733302,7.2637553,1.7301173,4.0462394,1.548861,-1.9234813,-3.8699923,-0.561245,-3.9259896,-2.1973438,-0.37416923,2.1094682,0.015705705,2.3790662,0.8476551,1.4265434,0.7222383,1.192197,0.36729956,1.9525319,0.73548657,-0.041234557,1.3322412,1.1432263,angry_female
2042,,-729.5585,68.693794,17.14338,30.261976,9.331722,18.045977,-0.31338942,11.714826,-5.9115834,9.744702,3.0399058,7.3974347,-4.224772,4.7233667,1.5825977,3.3123217,-2.38651,1.3604219,-3.1651034,3.2222922,-4.778363,3.3404016,-1.5849001,-1.7079366,-2.844582,1.6112285,-2.7668858,0.7478264,-1.7788808,0.36696464,0.031195331,1.4603714,-0.7999002,-0.6024894,-1.4790695,-0.97039926,-0.98464733,0.017007817,-1.8193773,-1.1810591,calm_male
